em,one_five,two,three,four
0.0,0.4566276943637869,0.11839199070715835,0.012551165039282665,0.005818212962914783
6.00600600601,0.4593468041456232,0.11962594637615391,0.012698071298898151,0.005868195299933612
12.012012012,0.46206779068290976,0.12086880781847467,0.012846440405662171,0.005918552236726044
18.018018018,0.4647905312754891,0.12212059257881538,0.012996283982176452,0.005969286135369681
24.024024024,0.46751490298430015,0.12338131765923376,0.01314761370832179,0.006020399368980436
30.03003003,0.47024078264803065,0.12465099951335393,0.013300441321134894,0.0060718943217323755
36.036036036,0.4729680468998194,0.12592965404061068,0.013454778614679478,0.006123773388877327
42.042042042,0.4756965721840055,0.12721729658053582,0.013610637439911595,0.006176038976764234
48.048048048,0.4784262347729205,0.12851394190708804,0.013768029704539133,0.006228693502858271
54.0540540541,0.4811569107837196,0.12981960422302777,0.013926967372875448,0.006281739395759708
60.0600600601,0.48388847619524794,0.13113429715433816,0.014087462465687088,0.006335179095222517
66.0660660661,0.4866208068649389,0.1324580337446938,0.014249527060035563,0.006389015052172735
72.0720720721,0.48935377854573947,0.1337908264499784,0.014413173289113115,0.006443249728726558
78.0780780781,0.49208726690305954,0.13513268713285267,0.014578413342072459,0.00649788559820818
84.0840840841,0.4948211475317413,0.13648362705737432,0.014745259463850432,0.006552925145167371
90.0900900901,0.49755529597304443,0.13784365688367062,0.014913723954985527,0.006608370865396786
96.0960960961,0.5002895877316439,0.13921278666266582,0.015083819171429258,0.006664225265949004
102.102102102,0.5030238982926354,0.14059102583086414,0.015255557524351326,0.006720490865153304
108.108108108,0.5057581031385462,0.14197838320519,0.015428951479938528,0.006777170192632156
114.114114114,0.5084920777663455,0.14337486697788665,0.015604013559187392,0.006834265789317445
120.12012012,0.5112256977044526,0.1447804847114748,0.015780756337690476,0.0068917802074664105
126.126126126,0.5139588385297368,0.1461952433337722,0.015959192445416295,0.006949716010677304
132.132132132,0.5166913758845073,0.14761914913297594,0.016139334566482862,0.0070080757739047666
138.138138138,0.5194231854934874,0.1490522077528084,0.016321195438924768,0.0070668620834749086
144.144144144,0.5221541431807705,0.15049442418772851,0.016504787854453768,0.007126077537100112
150.15015015,0.5248841248867531,0.15194580277820946,0.016690124658212867,0.007185724743893529
156.156156156,0.5276130066850414,0.15340634720608406,0.016877218748523836,0.00724580632438329
162.162162162,0.5303406647993283,0.1548760604899594,0.01706608307662813,0.007306324910526411
168.168168168,0.5330669756202346,0.1563549449807017,0.01725673064642116,0.0073672831457224
174.174174174,0.5357918157221145,0.157843002356993,0.01744917451417992,0.00742868368482656
180.18018018,0.5385150618798171,0.15934023362096067,0.017643427788283872,0.0074905291941629835
186.186186186,0.5412365910854042,0.1608466390938812,0.017839503628929124,0.007552822351537236
192.192192192,0.5439562805648174,0.16236221841195952,0.0180374152478358,0.007615565846248729
198.198198198,0.5466740077944929,0.16388697052218504,0.018237175907948613,0.007678762379102781
204.204204204,0.5493896505179194,0.1654208936782656,0.018438798923130575,0.0077424146624223466
210.21021021,0.5521030867621349,0.16696398543664076,0.01864229765784985,0.007806525420059443
216.216216216,0.5548141948541598,0.1685162426525755,0.018847685526859666,0.007871097387406238
222.222222222,0.5575228534373617,0.17007766147633555,0.019054975994871295,0.007936133311405818
228.228228228,0.5602289414877487,0.17164823734944556,0.01926418257622005,0.008001635950562625
234.234234234,0.5629323383301872,0.1732279650010315,0.019475318834524257,0.00806760807495256
240.24024024,0.5656329236545413,0.174816838444248,0.019688398382337217,0.008134052466232751
246.246246246,0.5683305775317292,0.17641485097279236,0.019903434880792055,0.008200971917650988
252.252252252,0.5710251804296935,0.17802199515750602,0.02012044203923949,0.008268369234054808
258.258258258,0.5737166132292825,0.17963826284306467,0.02033943361487846,0.008336247231900244
264.264264264,0.5764047572400373,0.18126364514475823,0.0205604234123796,0.008404608739260222
270.27027027,0.5790894942158836,0.18289813244536182,0.020783425283501505,0.008473456595832615
